fkghdikaeeklgecgdkkchfcedbemficgllfaighiffdmabiaiheelaibcmaekhegfcgeaiibeefgmicdiialkddglgacfmffbfelgiffbgabdeiakiegfcbkkagffgmkcliialdagdgadifhhkhgigdfcmdfghbclimlieehflmbkimleiailkgbgaflmemgfibmcahmgdahbdhkfichbmahlicmdciaakfkfildiaalcffammbcbakcikifdbcdfflimmefgiflkfkbibdiemcaeeccaibmlehgikbcgehffbeemdmdeifiidgiifbkhgifklimiifblcgieaklchfbiabcbaekdelgiglkggfdiakclmiiialdfiemikcggmiimfbkcgghlhmielliiblcemgceeieaiilmfaikddbhfgedllicfkcegcelblkiilhhimhmgiblhfmbaabahgidgkgdkbhdhaeimalfifklidgemfi,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
ekaehciicbcaambgilifffhikgkeiblfadabdlkhlbifigkahgakcmcaeeccddcgcbhidbccgebcclfcaeiaigkabbdhfkeafifdakiilmdgblllihafablaleggigihffleididbdbcmahmlaamffalkiebhgcdbmdflmhlcmbalglkmelibgiliiebbihhhkimflmmklemiemcibiihemiligehakfglaklbiiihilieeefikfblliahiidliiiaeihfghbeaiibelchkkdcibidablcbckgcelhdkehihfafccgldkdghmkdbahffmiagibcidbfhgdidaihfhelgbaldkfkeacaimdbmfkaaimmeacgebgmgkkbfdkklimbakiegekhmiddmccigblgkidaagmgcamildiiflbfchaefdfihhkmdhdagdigigdhkmdlfambhdicibkbebidchdibdfghemkmfgibgcifdmmbkgkg,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
ieagfcigcamldhlmkhliambhhamceiafcgalhhfgglfidbmieacgdlhibcggaihdcgcifhcmdcaielmbdgkeebiikgmbmgiaillifhhkaiimbicccmgmlildlffhcidhccecmdfielmicimdhiedkkdbhkkccmffacmcdgkledehighlaidfhhmclmdllamdklfcifmgfgilmiiihdafibmhfcmkbaiebhicildgbifhfedhbblachehfibehlkimgelamieclefhmmcimiecbdbildhbimibflcdllkieadhfmkikbfdlaliikdalhcgddiliikfhcbfbfllgdbliaalkgchegimbbbdfiamiahkfbfahaadclkimmgcihglmaibeihilbigihfecmegecalkdgfeldeldhfcbcahfigfibddidflidiamaaiiklemkihiglcfmmgifcfmihhabiehiiedbgiekmmmdbliebefaiihh,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
mgieeekdgccaicikiahifafiibiiefggiaimdfmfilgkfbmeikmkmmkdcehmhalifkbdglmgchbeffahheicmbcdiaikhhgahcihmfbifbfekmmmlklmiaigmlkidmcikadlikggleedemidhihcaafkelgegeffiihghllailefeddhcdiimmmmgelmlealfmiaiimmhkmcffielemkkgclgdicceiigdkiafbcgmlhcihdekhigedaafkffkeagbdffchiiibemkcelmmbeflgmaabdhlaeglfeklgckiagihilciidicgmhhggbfhadmfmbillghbiaecmmggmigeeblmbikfcfimgeimlialgkiligdcakgcbcchhkifegdfgaclihagdmibkedgchedicabilmbhlfmmciibkcakhladmhdfcbdgkmkgmiihhikifmhmiiagaciklblkbbiklaeaaammbeidiiiigifbifkdkgg,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
dalbibbbeefhhlfeaghlfaelkgafdicakegdfgmmdfcbkfbicfhglidbgfgemeilbamkkdlaihbabchiieiecldlaigghlfiidiihhlhmicibfeelbbccleacfkgeccifaaeilkiacckmkaccilemicaikddkflhealkhimilhielgaiclkibhkclkdciklabdilmglikihecleebegdbhiigaeaaagkakhgilmcckgdagdidbkmdibllcbbehmigdbmbklccbigiiickhbikahdhcaiambkhckhdlabihbhbbibecimccbigbhicakembdbifhgikhgilkmglbgkagbhkchgicibiiacifgklcmamabelmhiglhibmlfihieifgfieeiahlgchiiggfkaifhglkhibacldmicceabdkmmibhmkcaefhcglbgmmfllhdkdcefgelaggiggfegdiilkagihhfebibaefkdhcifbikellh,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
fgadheeigefbkhkldehieelcllbielihihkeldlkiilifiidekhkdfchkceiegidmkkfmiiklciealmhgmamhdhkdbfihiccchalkhiifmkaaekmhgkimgbddfifciaemamgicalhgafgbkhcmihikcdmfbmacdaelkablcemelhialeiiifhaigebfiiheiehibdmeialbcekihcaiaimeiidgleehcchaiaimkfikgdablcehiileafgaikcemiigaileagemgeedfeekakdibllbbldiadkifhhbflhakkihcefbicaifggihfgddfhehmcdmlbhameafmeabmmekfdlccbaiimkhiliiiigbbamaeemagbhiibiefmmcfimlakiblidcchddiiliifhgdaiiligadffdeifcdlgikhdgcgfdgieieiakgaeadimgghgdehlhlhkehhdmlhgbfifakiachchkkiiddiilmccicekg,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
dcleiebddafbidgbihaicghifegkgdmicdfiibfbbbakhhlmledkgmmfalkkdefebmecgdeihdiagcedhaefibagblikigighfiaecidigheddkibhieaiieaeckdfihmckaaaigfhkhilbmccmdlgedfggdgbhgdeeiebhlaimlkemcgalmfiklkggefabbekicicdibkgmdmihcdbgbcamlgabibelgifbhlafmcheeimfmaiidadcccgihddaigkidialkammlblbcdacbmecdcaigfdgacakfladfaeeicdibdmcdfmhblbalckeicclllmeailmcccebegidilhehbmkiiciigmmbkllighhicdmideiemgdlkhhagekmimabglfgfifgidkmabdmdecegmcahihmfamblgkihglicfkgkhaichfeagfgllmibkdmiammgalmcdkbiemhbkmlhbikialmdeglcikdbahgeaccei,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
amlkgfcebfakbaeaigbbelkbkdakmlbmkaiieembebicaaklhldbbickihflbeelicaagamflmkfhcfihibbafkiiiggldcgmhcaahbmbedmidbccaglkkmlkclekdggdcbikcfaaighflamafdcidclglmhaikkedmhaigbiaimiklhidgieekadagfcbmikiikcgchfcamaifihgibhbiaegmdmkielmkfkggaehigibmiakiaggbfhedgccigdiclmhacfadliahbhlileimagbbfaahibaiiaihclgmkimaehiefhkmiilkakiefhmhielhiddaladggclacegbekhgelafmflmdcaiblbgielidckeidgdialfkdkglmhiiaigcldilfdihaihdallbalckfbmmemdkkacmhikcdamemafkkelebcgmekidhkiikcffhmikciabggdckihfefkkmhliafiiakemifgibmbiibba,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
ihfmdmflcbdlilkiicaceliehihhkamcadeakdbmgfklabkfaehckihiiimifkhmiilefmmcaimhbbkeecdahddcfcidmablidiimibgabahhhgihlcmhimkihlfieeihkkaaciiifkdfbbiakfdidcalaikedlibfeaecaiddidchhgbbbmifflmgkhiccfgkkmafdbdgigkifbamlccgfaiblialelilhigaafhelkhbblhmihhfahalecckldmmadeemibhckedgcbadhecdickfihemhgaeiflfikbiehidefaageiackhbflbkggakfiblkdmdieafiifdhffmhkidikebimbiciiehmgkiigbhegheccdbiahhddbbbmgdmahlgfiffdkiicafhgiigclddeaaabcgelbicimmibmikilmlfhhdgkcdaikkmfdefkaihldhmfibdiildgccfabeeamliibmibiammekamklbkg,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
ekieiiidedkkikhidbifmbbflmmihecdcdfleikliiedfcldfihicddbaaifeifhgiieciehciigieiicgcihafdilbiiimiblidmabgfilkehefgeiglieigiimfchfkdedhckgcamedfihiakcaifigiaieghlhckgbcfdchfliaaickbhlkefhhakmkkaihhfkcdbkkmaiifgilkkmekmhkhdgbcbeicfhdecckhdfiigccmdfiefebkiddhammgdfkgmebaidhhhclgilcdmkkkmeeacdlfimddgalilckeihbgcekkggmfgldficfmamimfbmkakmieidfiffiakidcgkcigcehhmkbbihebmeimcbacmcffbmakgcademidcilliglibkifhheddgdfaakkckgmkbgmggmmmekbeeekihaehbiaiidcdbgkicbcifbmhhcfghbikmemchbkiaicbkafihhbmicihikcdgiimda,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
lihbechmckcadblcicaegglecmmkfahakgaifhmiamigdieakigcbeadlegebkmmdbdifbdlmelilimkkiackghfdilifieaidibgecmldgbckdgebifhlaegakicdfghklglebllcgeilachdmikmkcfcdciihmeicehkheigmhigglcciehecbiicfckabcfimiiadcgemilaaaibidiheimbmiiaigchihggcdhiceifceaihccbiigichafkkagcieiekificebfalfaligmhcbmmchldegeifmdcecgicdbimgefigblfgfaceakbhhaamfgilldaifkbibgkgkfkegdffbhlilmkmlaebkahibcmmgmadilldgmlilkabkhgdabiahhaghidmgicdbmalkdmhmcicicbikmgdlhkdbcihkeikmfmegiiebdfffecbmkdblikhmgigfifbebdibiakekakgakgbkbhlbahgigfc,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
aeickbiikacaiikaeekhmiecfmddbffgbmiihcckbldkcemifhkgiegdckfigibdcmicllbmiidbibagmgfegghcabhikbfmkccgahagfclcfgbhcebbcbbbecmiibmbkafcfkidhfceachkdfckfcabcdlebaglaledimiabbibamiegllliciifimakdalmgkfdgccigeehegfcidiehegfdmcehaallhhklfdiimmhicmilegibfbkaikacgfbeagklcfgkflfachmagfkdbemhbafagkgdbhfllificegdhmbgdeiliifabffiideklihigdaeckfiegckmadgkfiicmgmiiddffgflcbgfmghffldlgfglmliimeedcchleaiklgkaegdiibhmhcmihiikalciiaegibmcbgimeidfdbihldkkbhdidfllaifeimiibhiiigckbillddiimldaccfcmebaaledgkgldkcigidme,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
biiaghbmfbhhiblhcflmmimdfiiiaigkabcbghkhmhdhbehbkbedkhkmhifimfeedhciiidikbgckgkdebgikcfgmimebbfimeeiddfkiiclafgkfechkkhfmbaibgcabkihdhbgmifcihhihgadlgheglkbidhbbhbabllhbiimgdgmacgcceligdhghceiacelbccggfalkbbhbheggbaabcfafiheimhgckgehfeigmgfeibhlfbcehkaigclhhhkeagcmeiiacffihlliemffkimedigkkbfmcakaechbgigldcacbkimehigakbclifchffibfabibhagbigleeiflkdmekfigiacihkdmflidadkikffecdbilhadbiaiidgihmgkmkddimakddcdhlegfllafheekhhkblegmmmecdcaifgdkbiahiihidakegdgibbmedkilhfalkicagkchekhmkgfdkgicmiakglkdfbmc,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
kimhmemmidgccghbellfimidccebfhhdkklhhfhhbaeggeeagcilcfialkileileacgadcllbgkfhkbkdldghbdfaimfbgglbiefchkcimeihfkggiifmidcggighigmialimbcfmikcggiecledafcflimicakfidfcacgibeicfiallhkmmfggmelkgbahdhlckdibafibegcgidfgiimacbifckkileemeebhfiedddiicblakimgilbicfbemibkaccldikibibkihimiahckccikkiaiabhilhiglmicladbkhdbdehkkgmkakabcamaekhkmfidgdlikaaiglfibibllfcklkimbiihiifimdbbkkiflkhchdfgflkbgfahlmcbiihlhllcadfkgliklidklbikelflffghfihidcaibhidiiiekdhiifafilghemabihmfdllckgehefecfekgfhldkccbhgalchfiilkfllf,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
mbecedghimmgecadeflcifadafaiimdiahggebkliidfchcadmdglgldleabaeecflkkdambcfhkemcihghffbkcebhgiacifhkmmeiibhhghlmedcbblldiikgeiddehfgkehdaiclfgeamlbdkciiidfkkfideamagciigaigikfailhfameafmmkhhmcfdbemedifmimiliihedmadiamediimmiibeighddbbdlbkfebfdchgmfmfiffdidbciieabedckclkecbiflbgkhiilhhcliddmidcidbbkahggkibcddmifmiklkhmiehicilafmkeihccmalbgaiakeelklamhigleiklaikbmbicemgmbhgihciiceimghhdaiiekkdgahhkaliimhigdhemfimliicdidafcghdechdlgiaciiiiakmbcgckffmdddfibiekeahbmfiidficbiemeimhaedakgghdgcciahmeemib,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
eimilbdgahafhciblbfdclbgdikakdkmikmfeciibaddecmiglmhimlambiighliiimdaiggfmgiiiaahliicdmhkecckfhigiflmkfheiiiekichiamlflklblcimbcebdeiadghdbkcibggbmfbkafgihdlfhkkaicgdlkgkdkfekbbkimhkicdhhbgblcaagflhhmhmgdedimeaahkamahbaefamilaccahcadmfdhlhgiaadlldgcgdbabiicgbikiiiheildeibkkagileikidiiledlkihicicbkcheheiaifkehammhfdfalklfibedimcdimgbickdiflgkeibmiahgkiadeiaggmakcflmbgemfailhfeahmgikfdafhdlimkcabadaegiiiaiggligkgccggieacccmmkhmefmihlefmmacaidgbiiblfcdihhkillgdbheimleafcleifmmlmicgkbbkigbebdkeimlfm,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
eaiidkmflgikmbgllfiibfdkdebemakialhafegfggddgbiihgikkbcmkefmcbcbhgaglgefaiidddaabdmmagdfigibidblkckikfkcleigecchahihaalkadhfdiiidicmickkgadlkigkdifffigaiilgffhfhmhlablfclcmidkiddbeilkgmiclaeaiilchfcehlebhlikcfcacffdiidfcmbhelkcbmghiahhimfgibdfhcllifcdmahkhiiblghkhaigaabigcglkhdgmdemheaabihmhilmekaeakbbeeidmccliiikdeglecghlmikbfihlklccbmgicliekeekimkihlcgcilhckakeeeiihihcckheecladehgecheglkbmhkaihiciiibihkgclhhimmfmgiadmbdaffimiefckcgemafilheagcdlecbllmcgeleimlgkkgmkbcbaglaemiakebimlmhaafamdeikaf,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
maahmfmmemdliffaeledefkefhihhhelmcidldfhklcadkfdlhgidkemmehiiicmkfcimlgdicaildmiahceiilgidehbmfmmlkiaieiggbeffeiadalkelghmaikheaekhlalahlmhlhblgklcmfieiicdbaekgiaahkehfebhbhbigefghigkfhlkehadfdaclhceibaiebickilmbafggglemmkhlcdfigdhcmifiglgmhhdedmkiilaidbedcflcchfemeieieamlighiigblfcbkemhmckaifiibdkgcfakeiibmlddelbigmidfldgaaelcifaifmigkghbeihkdihihacaigblgfbacbddmfiglecbifmlgihiimkkcameifelfegbgmgaiaialldagliiiihkgiaigccbgdlkilaaiiaadibigfckeclfhgmfkmhhdeccgaghcicgikhgmdikiceiabmgmfkgddegakcgllb,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
